timestamp,service_name,span_id,parent_id,trace_id,duration,status_code,operation_name,parent_service_name
1650165393,text-service,638ad9d0f532ade5,df95bc70f9e86686,124d9888835a40c3,221,0,compose_urls_client,text-service
1650165393,user-service,a4a41bd5c64bcbc8,7d029c45951e7a5e,124d9888835a40c3,9,0,compose_creator_server,compose-post-service
1650165393,url-shorten-service,e2630f1450975483,638ad9d0f532ade5,124d9888835a40c3,10,0,compose_urls_server,text-service
1650165393,user-mention-service,ef2d6618f2d92a96,74f02489dc36380a,124d9888835a40c3,10,0,compose_user_mentions_server,text-service
1650165393,nginx-web-server,39939b707ff42fb8,124d9888835a40c3,124d9888835a40c3,1702941,500,/api/post/compose,nginx-web-server
1650165393,nginx-web-server,124d9888835a40c3,,124d9888835a40c3,1703201,500,/api/post/compose,no_parent
1650165393,compose-post-service,7d029c45951e7a5e,81e81d02c4945280,124d9888835a40c3,266,0,compose_creator_client,compose-post-service
1650165393,text-service,df95bc70f9e86686,dac73bf8482005d3,124d9888835a40c3,543,0,compose_text_server,compose-post-service
1650165393,compose-post-service,81e81d02c4945280,62ac8526090359a4,124d9888835a40c3,1701851,0,compose_post_server,nginx-web-server
1650165393,nginx-web-server,62ac8526090359a4,39939b707ff42fb8,124d9888835a40c3,32198719,0,compose_post_client,nginx-web-server
1650165393,compose-post-service,a62712f6d24b12d6,81e81d02c4945280,124d9888835a40c3,1684229,0,compose_unique_id_client,compose-post-service
1650165393,compose-post-service,dac73bf8482005d3,81e81d02c4945280,124d9888835a40c3,786,0,compose_text_client,compose-post-service
1650165393,compose-post-service,ec886c8ddc5243d9,81e81d02c4945280,124d9888835a40c3,236,0,compose_media_client,compose-post-service
1650165393,media-service,fa55477c410407f1,ec886c8ddc5243d9,124d9888835a40c3,11,0,compose_media_server,compose-post-service
1650165393,text-service,74f02489dc36380a,df95bc70f9e86686,124d9888835a40c3,222,0,compose_user_mentions_client,text-service
1650165395,post-storage-service,c19d709e6a9bc104,c6cdc2dd8da771dd,124d9888835a40c3,603,0,post_storage_mongo_insert_client,post-storage-service
1650165395,compose-post-service,4354aff62ebe7088,81e81d02c4945280,124d9888835a40c3,16998,0,write_user_timeline_client,compose-post-service
1650165395,post-storage-service,c6cdc2dd8da771dd,465d2d2f790140db,124d9888835a40c3,660,0,store_post_server,compose-post-service
1650165395,user-timeline-service,f220f1047bcfc842,ea1adf1f8b7f893f,124d9888835a40c3,264,0,write_user_timeline_redis_update_client,user-timeline-service
