timestamp,service_name,span_id,parent_id,trace_id,duration,status_code,operation_name,parent_service_name
1650164113,media-service,6cc23a7ef20b4eb9,d95ef48526001d45,2acd7690113b8ef7,10,0,compose_media_server,compose-post-service
1650164113,post-storage-service,208999544f542c26,2624815141153550,2acd7690113b8ef7,505,0,store_post_server,compose-post-service
1650164113,social-graph-service,a8aa4d3f54c620db,c152774397586a3a,2acd7690113b8ef7,797,0,get_followers_server,home-timeline-service
1650164113,social-graph-service,3956ab9431d52eeb,a8aa4d3f54c620db,2acd7690113b8ef7,123,0,social_graph_redis_insert_client,social-graph-service
1650164113,social-graph-service,f27de2e672944e9c,a8aa4d3f54c620db,2acd7690113b8ef7,403,0,social_graph_mongo_find_client,social-graph-service
1650164113,nginx-web-server,fbb2405b4306e9ef,2acd7690113b8ef7,2acd7690113b8ef7,24510,500,/api/post/compose,nginx-web-server
1650164113,nginx-web-server,2acd7690113b8ef7,,2acd7690113b8ef7,25452,500,/api/post/compose,no_parent
1650164113,post-storage-service,8937f78fc27d7b41,208999544f542c26,2acd7690113b8ef7,468,0,post_storage_mongo_insert_client,post-storage-service
1650164113,user-service,929f472bb64637ca,29123a3e507a4ceb,2acd7690113b8ef7,8,0,compose_creator_server,compose-post-service
1650164113,text-service,f8b76d5076542a05,dd98ca86324d70b9,2acd7690113b8ef7,668,0,compose_text_server,compose-post-service
1650164113,text-service,a793ae7f9f231433,f8b76d5076542a05,2acd7690113b8ef7,320,0,compose_urls_client,text-service
1650164113,text-service,f0958f61952d8bde,f8b76d5076542a05,2acd7690113b8ef7,281,0,compose_user_mentions_client,text-service
1650164113,unique-id-service,004d6014e18ed2e1,e9a10952d38bbd9f,2acd7690113b8ef7,21,0,compose_unique_id_server,compose-post-service
1650164113,user-mention-service,70f37f5ced2c821e,f0958f61952d8bde,2acd7690113b8ef7,10,0,compose_user_mentions_server,text-service
1650164113,nginx-web-server,5ac3ebea2f635c2c,fbb2405b4306e9ef,2acd7690113b8ef7,14499294,0,compose_post_client,nginx-web-server
1650164113,compose-post-service,9cfe016e676b9ffc,5ac3ebea2f635c2c,2acd7690113b8ef7,23148,0,compose_post_server,nginx-web-server
1650164113,home-timeline-service,c152774397586a3a,dbb2e79e1145a737,2acd7690113b8ef7,1695,0,get_followers_client,home-timeline-service
1650164113,compose-post-service,dd98ca86324d70b9,9cfe016e676b9ffc,2acd7690113b8ef7,1011,0,compose_text_client,compose-post-service
1650164113,compose-post-service,d95ef48526001d45,9cfe016e676b9ffc,2acd7690113b8ef7,2502,0,compose_media_client,compose-post-service
1650164113,compose-post-service,29123a3e507a4ceb,9cfe016e676b9ffc,2acd7690113b8ef7,264,0,compose_creator_client,compose-post-service
1650164113,compose-post-service,2624815141153550,9cfe016e676b9ffc,2acd7690113b8ef7,711,0,store_post_client,compose-post-service
1650164113,compose-post-service,af8212ebf2617c92,9cfe016e676b9ffc,2acd7690113b8ef7,3733,0,write_home_timeline_client,compose-post-service
1650164113,compose-post-service,63dd31174a99b241,9cfe016e676b9ffc,2acd7690113b8ef7,16896,0,write_user_timeline_client,compose-post-service
1650164113,compose-post-service,e9a10952d38bbd9f,9cfe016e676b9ffc,2acd7690113b8ef7,303,0,compose_unique_id_client,compose-post-service
