timestamp,service,message
1650480778,ts-auth-service,INFO 1 --- [io-12340-exec-9] auth.service.impl.TokenServiceImpl       : LOGIN USER :fdse_microservice __ 111111 __ AAAA
1650480778,ts-auth-service,INFO 1 --- [io-12340-exec-9] i.j.internal.reporters.LoggingReporter   : Span reported: 47432be61f7d9b9f:148ac2c0e5822649:47432be61f7d9b9f:1 - GET
1650480778,ts-contacts-service,INFO 1 --- [io-12347-exec-3] contacts.service.ContactsServiceImpl     : [Contacts-Query-Service][Query-Contacts] Result Size: 2
1650480778,ts-contacts-service,INFO 1 --- [io-12347-exec-3] i.j.internal.reporters.LoggingReporter   : Span reported: 4006a7fd0908b2f2:4006a7fd0908b2f2:0:1 - findContactsByAccountId
1650480778,ts-order-service,INFO 1 --- [io-12031-exec-4] order.service.OrderServiceImpl           : [Order Service][Query Order][Step 1] Get Orders Number of Account: 6
1650480778,ts-order-service,INFO 1 --- [io-12031-exec-4] order.controller.OrderController         : [Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
1650480778,ts-order-service,INFO 1 --- [io-12031-exec-1] i.j.internal.reporters.LoggingReporter   : Span reported: 75d4a876aa514bd1:81e9fdc7413172e8:427ac83d63e96f1d:1 - securityInfoCheck
1650480778,ts-order-service,INFO 1 --- [io-12031-exec-1] order.controller.OrderController         : [Order Other Service][Security Info Get] 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
1650480778,ts-order-other-service,INFO 1 --- [io-12032-exec-8] other.controller.OrderOtherController    : [Order Other Service][Security Info Get]
1650480778,ts-order-other-service,INFO 1 --- [io-12032-exec-8] i.j.internal.reporters.LoggingReporter   : Span reported: 75d4a876aa514bd1:34f7d084e07e80f3:34d60602bc5ad25c:1 - securityInfoCheck
1650480778,ts-security-service,INFO 1 --- [io-11188-exec-3] i.j.internal.reporters.LoggingReporter   : Span reported: 75d4a876aa514bd1:e6b80a63e859d3c1:94734fc270f8a48a:1 - check
1650480778,ts-assurance-service,INFO 1 --- [io-18888-exec-6] a.controller.AssuranceController         : [Assurances Service][Get Assurance Type]
1650480778,ts-security-service,INFO 1 --- [io-11188-exec-3] security.service.SecurityServiceImpl     : [Security Service][Get Order Other Info For Security] Last One Hour: 0  Total Valid Order: 0
1650480778,ts-security-service,INFO 1 --- [io-11188-exec-3] i.j.internal.reporters.LoggingReporter   : Span reported: 75d4a876aa514bd1:34d60602bc5ad25c:e6b80a63e859d3c1:1 - GET
1650480778,ts-verification-code-service,INFO 1 --- [io-15678-exec-5] i.j.internal.reporters.LoggingReporter   : Span reported: 32ea2d5d1bd0f1ee:32ea2d5d1bd0f1ee:0:1 - imageCode
1650480778,ts-verification-code-service,INFO 1 --- [io-15678-exec-5] v.service.impl.VerifyCodeServiceImpl     :  AAAA  ___ st
1650480778,ts-assurance-service,INFO 1 --- [io-18888-exec-6] i.j.internal.reporters.LoggingReporter   : Span reported: e7be43bb1a05b71b:e7be43bb1a05b71b:0:1 - getAllAssuranceType
1650480778,ts-security-service,INFO 1 --- [io-11188-exec-3] security.service.SecurityServiceImpl     : [Security Service][Get Security Config Info]
1650480778,ts-security-service,INFO 1 --- [io-11188-exec-3] security.service.SecurityServiceImpl     : [Security Service] Max In One Hour: 2147483647  Max Not Use: 2147483647
1650480778,ts-station-service,INFO 1 --- [io-12345-exec-9] i.j.internal.reporters.LoggingReporter   : Span reported: 86082c254939bce9:2b30cd82f5914c25:cb956dfd31ae1d95:1 - queryForNameBatch
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-9] f.microservice.service.BasicServiceImpl  : [Basic Information Service][Query For Station Id] Station Id: Su Zhou
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-5] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:f50439c7691ed841:ff88ece08eccb5f2:1 - queryForStationId
1650480778,ts-station-service,INFO 1 --- [io-12345-exec-2] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:688ab9a7b6773c45:b3754f09174919e1:1 - queryForStationId
1650480778,ts-station-service,INFO 1 --- [io-12345-exec-4] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:9c5eaa9936893d37:9f167fe62e8a115:1 - queryForStationId
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-9] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:9f167fe62e8a115:ac66df4e083703e4:1 - GET
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-9] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:ac66df4e083703e4:e3bce6c6b62b4870:1 - queryForStationId
1650480778,ts-preserve-service,INFO 1 --- [o-14568-exec-20] i.j.internal.reporters.LoggingReporter   : Span reported: 75d4a876aa514bd1:94734fc270f8a48a:75d4a876aa514bd1:1 - GET
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-5] f.microservice.service.BasicServiceImpl  : [Basic Information Service][Query For Station Id] Station Id: Shang Hai
1650480778,ts-basic-service,INFO 1 --- [io-15680-exec-5] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:b3754f09174919e1:f50439c7691ed841:1 - GET
1650480778,ts-preserve-service,INFO 1 --- [o-14568-exec-20] preserve.service.PreserveServiceImpl     : [Preserve Service] [Step 2] Contacts Id: 4e3d66de-7858-4683-aec8-6c6acebe8355
1650480778,ts-preserve-service,INFO 1 --- [o-14568-exec-20] preserve.service.PreserveServiceImpl     : [Preserve Service] [Step 2] Find contacts
1650480778,ts-preserve-service,INFO 1 --- [o-14568-exec-20] preserve.service.PreserveServiceImpl     : [Preserve Service] [Step 1] Check Security Complete
1650480778,ts-travel-service,INFO 1 --- [io-12346-exec-2] travel.controller.TravelController       : [Travel Service] Query TripResponse
1650480778,ts-travel-service,"INFO 1 --- [io-12346-exec-2] travel.service.TravelServiceImpl         : Routes Response is : Response(status=1, msg=Success, data={id=92708982-77af-4318-be25-57ccb0ff69ad, stations=[nanjing, zhenjiang, wuxi, suzhou, shanghai], distances=[0, 100, 150, 200, 250], startStationId=nanjing, terminalStationId=shanghai})"
1650480778,ts-travel-service,INFO 1 --- [io-12346-exec-2] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:efe440fa8e1dad12:26b2cb55a83e5ebb:1 - GET
1650480778,ts-travel-service,INFO 1 --- [io-12346-exec-2] travel.service.TravelServiceImpl         : [Travel Service][Get Route By Id] Route ID：92708982-77af-4318-be25-57ccb0ff69ad
1650480778,ts-travel-service,"INFO 1 --- [io-12346-exec-2] travel.service.TravelServiceImpl         : Query for Station id is: Response(status=1, msg=Success, data=suzhou)"
1650480778,ts-travel-service,INFO 1 --- [io-12346-exec-2] i.j.internal.reporters.LoggingReporter   : Span reported: 26b2cb55a83e5ebb:cdbd9899e065552d:26b2cb55a83e5ebb:1 - GET
1650480778,ts-travel-service,"INFO 1 --- [io-12346-exec-2] travel.service.TravelServiceImpl         : Query for Station id is: Response(status=1, msg=Success, data=shanghai)"
