timestamp,service,message
1650161570,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161570,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161570,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161570,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161570,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161570,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161570,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161571,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161571,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161571,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161571,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161571,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161571,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161571,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161571,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161571,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161572,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161572,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161572,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161572,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161572,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161572,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161572,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161573,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161573,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161573,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161573,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161573,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161573,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161573,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161574,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161574,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161574,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161574,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161574,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161574,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161575,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161575,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161575,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161575,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161575,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161576,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161576,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161576,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161576,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161576,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161576,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161576,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161576,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161577,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161577,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161577,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161577,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161577,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161577,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161577,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161578,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161578,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161578,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161578,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161578,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161578,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161578,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161578,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161578,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161579,user-service,<warning>: (UserHandler.h:311:RegisterUser) User aaa already existed.
1650161579,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:688:GetFollowees) ZADD: no key specified
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161579,social-graph-service,<error>: (SocialGraphHandler.h:544:GetFollowers) ZADD: no key specified
1650161579,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161579,compose-post-service,<error>: (ComposePostHandler.h:353:_UploadHomeTimelineHelper) Failed to write home timeline to home-timeline-service
1650161579,home-timeline-service,<error>: (HomeTimelineHandler.h:96:WriteHomeTimeline) Failed to get followers from social-network-service
1650161579,user-service,<warning>: (UserHandler.h:311:RegisterUser) User jack already existed.
