timestamp,service_name,span_id,parent_id,trace_id,duration,status_code,operation_name,parent_service_name
1650239562,ts-contacts-service,6a2e3ed77a033979,30c63a06e9bab5ce,6e0d0ae25dfdcdeb,1414,200,getContactsByContactsId,ts-preserve-service
1650239562,ts-preserve-service,30c63a06e9bab5ce,6e0d0ae25dfdcdeb,6e0d0ae25dfdcdeb,2095,200,GET,ts-preserve-service
1650239562,ts-preserve-service,6e0d0ae25dfdcdeb,,6e0d0ae25dfdcdeb,16474,200,preserve,no_parent
1650239562,ts-security-service,d4189bfc615be887,1aa44fe94f25da19,6e0d0ae25dfdcdeb,11056,200,check,ts-preserve-service
1650239562,ts-security-service,aafeb3c53d457fe1,d4189bfc615be887,6e0d0ae25dfdcdeb,4209,200,GET,ts-security-service
1650239562,ts-security-service,918c2b39fcec2632,d4189bfc615be887,6e0d0ae25dfdcdeb,3116,200,GET,ts-security-service
1650239562,ts-order-other-service,e568b77dfa8e48ba,918c2b39fcec2632,6e0d0ae25dfdcdeb,2332,200,securityInfoCheck,ts-security-service
1650239562,ts-preserve-service,1aa44fe94f25da19,6e0d0ae25dfdcdeb,6e0d0ae25dfdcdeb,12113,200,GET,ts-preserve-service
1650239562,ts-order-service,5afb3e5db68930c7,aafeb3c53d457fe1,6e0d0ae25dfdcdeb,3228,200,securityInfoCheck,ts-security-service
1650239623,ts-preserve-service,e07ed630b6aaf2e8,4036b5bcf1577408,4036b5bcf1577408,3573,200,GET,ts-preserve-service
1650239623,ts-contacts-service,e6783fdf75c6d948,e07ed630b6aaf2e8,4036b5bcf1577408,2280,200,getContactsByContactsId,ts-preserve-service
1650239623,ts-preserve-service,4036b5bcf1577408,,4036b5bcf1577408,22887,200,preserve,no_parent
1650239623,ts-order-other-service,3f9eec41f8d13b3d,498ebd4f68f53d5d,4036b5bcf1577408,3266,200,securityInfoCheck,ts-security-service
1650239623,ts-preserve-service,322a6cb41bac0b11,4036b5bcf1577408,4036b5bcf1577408,16450,200,GET,ts-preserve-service
1650239623,ts-security-service,b3faa8843a5d3c63,e8d20c36b896133f,4036b5bcf1577408,5000,200,GET,ts-security-service
1650239623,ts-security-service,e8d20c36b896133f,322a6cb41bac0b11,4036b5bcf1577408,14869,200,check,ts-preserve-service
1650239623,ts-order-service,f1711da4d66ca89a,b3faa8843a5d3c63,4036b5bcf1577408,3564,200,securityInfoCheck,ts-security-service
1650239623,ts-security-service,498ebd4f68f53d5d,e8d20c36b896133f,4036b5bcf1577408,4631,200,GET,ts-security-service
1650239683,ts-security-service,cc6fa9c2995c3f40,10bf52a1b8f6b0b9,b932a77f9f97636,5033,200,GET,ts-security-service
1650239683,ts-preserve-service,b6ff6140692e704d,b932a77f9f97636,b932a77f9f97636,3406,200,GET,ts-preserve-service
1650239683,ts-preserve-service,a35408073b1fced1,b932a77f9f97636,b932a77f9f97636,16394,200,GET,ts-preserve-service
1650239683,ts-contacts-service,ac34413658b34ed2,b6ff6140692e704d,b932a77f9f97636,2358,200,getContactsByContactsId,ts-preserve-service
1650239683,ts-security-service,44de560eb1d3d53e,10bf52a1b8f6b0b9,b932a77f9f97636,4234,200,GET,ts-security-service
1650239683,ts-security-service,10bf52a1b8f6b0b9,a35408073b1fced1,b932a77f9f97636,14605,200,check,ts-preserve-service
1650239683,ts-order-other-service,b86d3cb504e9166f,44de560eb1d3d53e,b932a77f9f97636,3055,200,securityInfoCheck,ts-security-service
1650239683,ts-order-service,e176fe93b74ddf94,cc6fa9c2995c3f40,b932a77f9f97636,3731,200,securityInfoCheck,ts-security-service
1650239683,ts-preserve-service,b932a77f9f97636,,b932a77f9f97636,22762,200,preserve,no_parent
1650239743,ts-security-service,ece2643092914910,c3611b0520a2b1dc,ea48dc872c905ca6,17079430,200,GET,ts-security-service
1650239743,ts-preserve-service,ea48dc872c905ca6,,ea48dc872c905ca6,19208426,200,preserve,no_parent
1650239743,ts-security-service,c3611b0520a2b1dc,ea7be7149f3769a4,ea48dc872c905ca6,19199697,200,check,ts-preserve-service
1650239743,ts-preserve-service,ea7be7149f3769a4,ea48dc872c905ca6,ea48dc872c905ca6,19201141,200,GET,ts-preserve-service
1650239750,ts-order-service,fc91322480dfe925,ece2643092914910,ea48dc872c905ca6,3009553,200,securityInfoCheck,ts-security-service
1650239763,ts-security-service,f9469e27f5b93235,c3611b0520a2b1dc,ea48dc872c905ca6,5174,200,GET,ts-security-service
1650239763,ts-order-other-service,5ddf3eedf6f724b8,f9469e27f5b93235,ea48dc872c905ca6,3105,200,securityInfoCheck,ts-security-service
1650239763,ts-preserve-service,51a8c60f2afd8917,ea48dc872c905ca6,ea48dc872c905ca6,4121,200,GET,ts-preserve-service
1650239763,ts-contacts-service,5d10658de4b377ff,51a8c60f2afd8917,ea48dc872c905ca6,2716,200,getContactsByContactsId,ts-preserve-service
1650239855,ts-preserve-service,69a2c15645af510a,2a1fb145bb026544,2a1fb145bb026544,16424794,200,GET,ts-preserve-service
1650239855,ts-security-service,950409521cca7891,ec5cb19ea254535e,2a1fb145bb026544,14324900,200,GET,ts-security-service
1650239855,ts-security-service,ec5cb19ea254535e,69a2c15645af510a,2a1fb145bb026544,16423449,200,check,ts-preserve-service
1650239855,ts-preserve-service,2a1fb145bb026544,,2a1fb145bb026544,16432185,200,preserve,no_parent
1650239859,ts-order-service,7ffcfdb4bcdb88cb,950409521cca7891,2a1fb145bb026544,3013144,200,securityInfoCheck,ts-security-service
1650239871,ts-security-service,1caa2eae3a55f2e7,ec5cb19ea254535e,2a1fb145bb026544,11359,200,GET,ts-security-service
1650239871,ts-contacts-service,6e6a19159933bb40,b399d4a7c86ffc71,2a1fb145bb026544,2796,200,getContactsByContactsId,ts-preserve-service
1650239871,ts-order-other-service,4fb6453238b3e8d5,1caa2eae3a55f2e7,2a1fb145bb026544,9043,200,securityInfoCheck,ts-security-service
1650239871,ts-preserve-service,b399d4a7c86ffc71,2a1fb145bb026544,2a1fb145bb026544,4293,200,GET,ts-preserve-service
1650239898,ts-station-service,2dd7ff28320080ea,4d368b4a9b65c471,796bb522e79d872d,2104,200,queryForStationId,ts-basic-service
1650239898,ts-basic-service,d408cf1fd70eb334,6bcff651c57e54d1,796bb522e79d872d,3944,200,GET,ts-basic-service
1650239898,ts-station-service,b22acb4e0aea61a5,d408cf1fd70eb334,796bb522e79d872d,2824,200,queryForStationId,ts-basic-service
1650239898,ts-travel-service,bd2fa79d336672e,796bb522e79d872d,796bb522e79d872d,2641,200,GET,ts-travel-service
1650239898,ts-travel-service,bcfb99b9f6ff6c18,796bb522e79d872d,796bb522e79d872d,11936,200,GET,ts-travel-service
1650239898,ts-travel-service,73a1b05877612ba8,796bb522e79d872d,796bb522e79d872d,2623,200,GET,ts-travel-service
1650239898,ts-travel-service,643d6e41bb5a974d,796bb522e79d872d,796bb522e79d872d,8554,200,GET,ts-travel-service
1650239898,ts-travel-service,3e11b359c0b01e64,796bb522e79d872d,796bb522e79d872d,2657,200,GET,ts-travel-service
1650239898,ts-travel-service,79ee95c529138373,796bb522e79d872d,796bb522e79d872d,4482,200,GET,ts-travel-service
1650239898,ts-travel-service,796bb522e79d872d,,796bb522e79d872d,46913,200,queryInfo,no_parent
1650239898,ts-ticketinfo-service,e3a48f78749df8c7,f1d9be6259f97744,796bb522e79d872d,7580,200,GET,ts-ticketinfo-service
1650239898,ts-basic-service,a2dc74b375da82f,5807804f456317d9,796bb522e79d872d,4975,200,queryForStationId,ts-ticketinfo-service
1650239898,ts-route-service,6922d4d525cfa837,bd2fa79d336672e,796bb522e79d872d,2509,200,queryById,ts-travel-service
1650239898,ts-route-service,374e537de0f1beb4,3e11b359c0b01e64,796bb522e79d872d,2521,200,queryById,ts-travel-service
1650239898,ts-basic-service,6bcff651c57e54d1,e3a48f78749df8c7,796bb522e79d872d,6318,200,queryForStationId,ts-ticketinfo-service
1650239898,ts-ticketinfo-service,5807804f456317d9,cbdf2d0f03a1123d,796bb522e79d872d,5728,200,GET,ts-ticketinfo-service
1650239898,ts-ticketinfo-service,cbdf2d0f03a1123d,643d6e41bb5a974d,796bb522e79d872d,7998,200,queryForStationId,ts-travel-service
1650239898,ts-basic-service,4d368b4a9b65c471,a2dc74b375da82f,796bb522e79d872d,2826,200,GET,ts-basic-service
1650239898,ts-ticketinfo-service,f1d9be6259f97744,bcfb99b9f6ff6c18,796bb522e79d872d,10275,200,queryForStationId,ts-travel-service
1650239898,ts-route-service,141950833f07c6e7,79ee95c529138373,796bb522e79d872d,3143,200,queryById,ts-travel-service
1650239898,ts-route-service,12fc27929704c074,8efbfc04d6c025a0,796bb522e79d872d,2391,200,queryById,ts-travel-service
1650239898,ts-route-service,6f67a16b6a5028c5,73a1b05877612ba8,796bb522e79d872d,2479,200,queryById,ts-travel-service
1650239898,ts-travel-service,8efbfc04d6c025a0,796bb522e79d872d,796bb522e79d872d,2814,200,GET,ts-travel-service
1650239958,ts-security-service,fea136e78052d8,558e215e243d483d,bed871992831e8eb,24945766,200,check,ts-preserve-service
1650239958,ts-security-service,1d233fe152b65aee,fea136e78052d8,bed871992831e8eb,18590946,200,GET,ts-security-service
1650239958,ts-preserve-service,bed871992831e8eb,,bed871992831e8eb,24954404,200,preserve,no_parent
1650239958,ts-preserve-service,558e215e243d483d,bed871992831e8eb,bed871992831e8eb,24947238,200,GET,ts-preserve-service
1650239962,ts-order-service,bff46877e39a624f,1d233fe152b65aee,bed871992831e8eb,7293446,200,securityInfoCheck,ts-security-service
1650239983,ts-preserve-service,1b9206776eb31f58,bed871992831e8eb,bed871992831e8eb,4141,200,GET,ts-preserve-service
1650239983,ts-order-other-service,d803ac89f4f20df,d4d77cd058ec7785,bed871992831e8eb,3495,200,securityInfoCheck,ts-security-service
1650239983,ts-security-service,d4d77cd058ec7785,fea136e78052d8,bed871992831e8eb,5261,200,GET,ts-security-service
1650239983,ts-contacts-service,d98b934b97ff518b,1b9206776eb31f58,bed871992831e8eb,2685,200,getContactsByContactsId,ts-preserve-service
1650239986,ts-order-service,cae4bc1c194bb75e,,cae4bc1c194bb75e,13314146,200,queryOrdersForRefresh,no_parent
1650239989,ts-order-service,5d4caa1663756e0c,cae4bc1c194bb75e,cae4bc1c194bb75e,10305831,200,POST,ts-order-service
1650239999,ts-station-service,533d251d790f6a6c,5d4caa1663756e0c,cae4bc1c194bb75e,8626,200,queryForNameBatch,ts-order-service
1650240005,ts-route-service,4941738875c59e6c,d35b9161e0c231f7,e356dea7554a455e,2427,200,queryById,ts-travel-service
1650240005,ts-station-service,357273b5c5ca9042,6b32f7346dd15ef6,e356dea7554a455e,2618,200,queryForStationId,ts-basic-service
1650240005,ts-travel-service,d35b9161e0c231f7,e356dea7554a455e,e356dea7554a455e,2609,200,GET,ts-travel-service
1650240005,ts-route-service,a6392092a7d799c5,9ef83c92f828aa5a,e356dea7554a455e,2403,200,queryById,ts-travel-service
1650240005,ts-route-service,c956446f3fc0aea9,afd7563eaff62d0e,e356dea7554a455e,2941,200,queryById,ts-travel-service
1650240005,ts-travel-service,f57c02bc26e427f7,e356dea7554a455e,e356dea7554a455e,2315,200,GET,ts-travel-service
1650240005,ts-travel-service,2c91b7226de021d,e356dea7554a455e,e356dea7554a455e,11795,200,GET,ts-travel-service
1650240005,ts-travel-service,d3b9296c67d07877,e356dea7554a455e,e356dea7554a455e,14028,200,GET,ts-travel-service
1650240005,ts-travel-service,e356dea7554a455e,,e356dea7554a455e,57111,200,queryInfo,no_parent
1650240005,ts-travel-service,296efb547fb1ec9f,e356dea7554a455e,e356dea7554a455e,8521,200,GET,ts-travel-service
1650240005,ts-station-service,6295c7a0c11048a6,6744711478bc8947,e356dea7554a455e,2115,200,queryForStationId,ts-basic-service
1650240005,ts-ticketinfo-service,a5876a032066388f,296efb547fb1ec9f,e356dea7554a455e,7901,200,queryForStationId,ts-travel-service
1650240005,ts-basic-service,7ee3b6dc04212988,7184dcf96448dcca,e356dea7554a455e,4917,200,queryForStationId,ts-ticketinfo-service
1650240005,ts-basic-service,6744711478bc8947,7ee3b6dc04212988,e356dea7554a455e,2933,200,GET,ts-basic-service
1650240005,ts-ticketinfo-service,6652f13bfb76d1b6,86825ab0bfb28bf7,e356dea7554a455e,7459,200,GET,ts-ticketinfo-service
1650240005,ts-basic-service,6b32f7346dd15ef6,ec1eca84cf3d43e3,e356dea7554a455e,3840,200,GET,ts-basic-service
1650240005,ts-ticketinfo-service,86825ab0bfb28bf7,2c91b7226de021d,e356dea7554a455e,10054,200,queryForStationId,ts-travel-service
1650240005,ts-ticketinfo-service,7184dcf96448dcca,a5876a032066388f,e356dea7554a455e,5648,200,GET,ts-ticketinfo-service
1650240005,ts-basic-service,ec1eca84cf3d43e3,6652f13bfb76d1b6,e356dea7554a455e,6251,200,queryForStationId,ts-ticketinfo-service
1650240005,ts-travel-service,afd7563eaff62d0e,e356dea7554a455e,e356dea7554a455e,4433,200,GET,ts-travel-service
1650240005,ts-route-service,44cb0fc8aa1bd67,f57c02bc26e427f7,e356dea7554a455e,2188,200,queryById,ts-travel-service
